m tv111 tv112 tv121 tv122 tv211 tv212 tv221 tv222
45  599638  616886  592342  618703  368816  384513  369580  378442
46  638711  686621  630654  679784  390962  417170  384369  418925
47  663426  708050  654282  706851  408674  424496  390512  412302
48  654547  691746  636477  687316  402306  427044  399014  413023
49  670116  677793  639947  680014  402461  414699  393918  413055
50  660299  720950  654366  689888  401270  419697  394687  415931
51  646920  676768  650774  676260  401473  424299  393712  405429
52  672544  685244  644292  660628  395444  406221  396350  407002
53  656913  693513  656617  701807  405399  429405  393038  420045
54  660158  687694  651054  679740  397816  419825  393560  413752
55  678593  732953  669700  709282  413285  435190  408769  428324
56  757087  794972  743341  769301  442172  463293  436283  464123
57  705515  738766  689182  734790  423029  439854  405395  427205
58  730623  764004  726091  756218  437122  452843  429242  448438
59  757748  790964  744833  765806  450064  456242  437683  460609
60  706533  750020  697871  733117  426807  445107  417854  435072
61  733469  761981  703718  735645  429857  449733  432933  450116
62  722493  756897  706917  731615  432549  457075  427408  449688
63  800181  814256  775162  815459  469063  490096  457012  481373
64  724613  764422  713710  754256  437170  451075  421235  440450
65  724063  756844  716538  734557  425834  445584  414906  431798
66  737916  770557  732907  754089  442237  462197  433047  452438
67  824249  850653  774658  823881  471510  490620  457409  491078
68  802426  819919  767180  787013  461656  472202  457880  476032
69  815643  862333  803560  834858  476105  500958  471632  482656
70  777977  809998  753360  789275  448778  468159  441966  464084
71  785943  816194  743419  791565  455098  468099  444777  475150
72  834807  861873  792150  832605  479142  490079  465960  489305
73  813766  840458  782565  820358  469509  487799  466945  492479
74  824077  845905  781702  816683  474205  491748  453365  482544
75  784373  836075  764317  795368  450556  475979  443727  461655
76  805032  824212  783016  818926  471356  482059  460855  482544
77  812918  822157  786053  840101  473521  495720  462916  487404
78  818047  850193  797452  833374  463230  491837  465212  483997
79  921686  936907  876209  906829  512325  520329  489499  519376
80  864898  899905  849963  870612  511061  520524  485473  505283
81  911931  924248  878707  900338  526730  526779  507893  527515
82  877457  914250  846343  903230  507020  535288  497453  520201
83  908962  921780  865735  903052  515810  537339  502984  530035
84  869344  896372  820240  858169  482927  501170  472064  488097
85  900746  927188  870118  907543  524495  550799  519858  527659
86  894744  939802  868527  923208  518899  534501  501503  515093
87  847398  863717  821842  836507  479676  489357  453719  474455
88  809780  836256  784543  806871  465263  473760  448302  460773
89  837722  859884  816172  836589  476138  493859  467906  481616
90  862002  868996  829057  838949  478596  483518  463183  475930
91  826899  850123  796832  836523  462387  485230  453373  478526
92  911927  939013  893040  896194  506000  521178  497639  510274
93  925869  933686  873338  892752  503827  523372  503951  514457
94  958018  989109  914851  930668  531880  551928  518507  530850
95  905782  900484  850419  870356  494347  504392  493178  500723
96  842584  859246  791264  830555  479094  491050  452620  479623
97  920675  927873  865909  899970  512224  524035  488120  501934
98  887493  881983  845968  856624  502674  502599  487207  492709
99  860314  876667  846499  849070  486243  496930  466551  476744
100  846731  884776  817151  840770  479200  491827  457200  464250
101  906477  910021  869100  887133  526411  520382  491523  503038
102  881934  908582  850997  873971  497417  522080  485844  492802
103  897072  897764  858495  861072  483924  499313  477978  493986
104  870325  879667  830190  865872  482014  494733  467514  474296
105  876627  920143  877389  896165  493485  504574  466511  491922
106  916262  922992  873343  900264  506481  505207  480818  490854
107  923194  944782  870191  896866  514972  523645  489452  507668
108  987775 1017319  964062 1008331  565163  558481  536683  538474
109  933162  944104  909327  918514  514665  506413  497761  497252
110  899554  934000  870772  889923  496899  505083  471233  486204
111  870374  909116  852289  868930  480265  496259  463177  480063
112  928113  947240  883435  912900  507120  511122  476555  497736
113  893031  915456  864467  901511  491622  511166  474313  499643
114  924683  945379  875881  899022  497428  505405  484801  493456
115  891151  900508  852514  867220  487417  496314  464113  467547
116  883559  902232  845035  866392  483990  489753  455948  468295
117  947679  983007  915010  924139  502819  512556  481721  493105
118  867118  885320  839608  848739  465542  484875  454902  454821
119  862536  886254  822057  868865  478523  492733  468600  480961
120  873870  873650  846051  838440  477949  478750  452310  459475
121  972546  970634  931229  953665  526599  534255  502721  514414
122 1021274 1006807  977963  988872  558368  549608  526567  534088
123  979499  995534  961662  961499  532306  535592  524642  516953
124  962186  973756  942733  940465  513968  515498  482442  494980
125  993870  982148  945523  916843  516310  512953  508862  510636
126  921145  925170  875784  896008  503394  489860  469229  473902
127  924772  898755  873155  880747  493806  489548  479259  474839
128  969639  960818  931460  920114  523698  507685  493083  487180
129 1018624  990046  968776  977010  557658  553397  530074  530449
130  930370  926783  888014  900339  504674  499348  475340  468069
131  909578  898010  869489  863155  485340  468955  463654  453557
132 1011662  997546  937497  942534  532677  543082  507279  514206
133  903157  867004  849867  849692  475225  469649  449456  451696
134  888816  885353  839406  858837  472055  471727  448277  446105
135  892568  888771  849007  851540  470990  478187  455626  457375
136  943653  918457  891964  862828  498635  486828  483544  476720
137 1036044 1017723  991040  995828  552370  538909  532316  517825
138 1066086 1060878 1040620 1022636  569823  550528  534826  532410
139 1059853 1039075 1028827 1004524  560458  553634  525804  527072
140 1035815 1002642  980816  958085  531649  509431  503549  513806
141 1049950 1040493  987600  966172  532893  529302  526241  521778
142 1005879  988868  965504  958800  516172  518473  509349  500949
143 1012556 1009565  953238  974834  520614  514202  500340  493907
144 1025685 1003138  972171  970389  536654  531143  500876  503787
145 1007028 1012479  957031  958582  529471  523950  494272  490354
146 1035350 1037052  988413  988852  544257  533651  506325  499880
147  950115  934564  923677  905962  499627  502213  482216  471883
148  985923 1005282  962612  953194  517424  520930  483495  489707
149 1014624  996138  948710  956625  522809  521849  501555  499349
150 1022439 1039682  957293  973379  539205  536159  501870  501713
151 1049640 1043337  975688  968745  519149  514181  487463  507155
152  990598  971791  931490  932460  511589  501344  491039  486395
153  908493  920918  892174  888132  470460  483947  467679  465250
154 1105806 1071125 1030788 1038714  563414  555334  529427  534507
155 1030906 1037216  983760  973984  532845  528317  505080  505901
156 1117940 1091466 1055082 1041407  569727  560932  549011  554311
157 1093348 1088061 1064949 1035685  555785  545254  528748  521950
158 1101091 1094266 1078985 1072478  564087  570018  533637  537606
159 1148044 1130880 1073771 1098430  587908  578613  548331  542681
160 1072340 1076849 1001534  990353  544869  563310  517718  517625
161 1106465 1098198 1027702 1044992  573490  592294  539528  549880
162 1027488 1017979  946614  977685  527538  532634  515111  492712
163 1083349 1107827 1033333 1031141  557180  536843  509415  519593
164 1021411 1019695  940487  940339  509259  512875  496557  509407
165 1040271 1033947  923963  947291  512032  510212  474235  479122
166  961163  957027  883561  885794  510329  517717  466332  480540
167  903374  890943  809905  817605  439216  449050  408630  419442
168  875903  866124  839040  838511  465706  457600  423370  423298
169  884850  887413  810614  855990  474188  467907  424735  434210
170  913421  911035  879402  888113  459553  471258  440145  443577
171  876234  887299  823174  824499  437726  442932  415423  421496
172 1258853 1268233 1199950 1235325  638463  632793  593932  592137
173 1006186 1008563  937659  926531  514553  499201  484855  488630
174  969073  971667  898775  915280  483902  489269  448534  461270
175 1070698 1074103  936985  960970  542530  553763  483562  502715
176  953210  953699  868349  875389  481254  482321  444886  442175
177 1127695 1111443  997823 1029762  559694  564636  503480  531173
178  906032  942880  816420  832282  453549  454972  407466  420189
179 1021428 1028360  952047  934866  527481  505352  443954  444763
180  839412  842020  705477  723498  413179  431755  360464  359473
181  803157  809139  685711  706385  417153  406897  338186  351629
182  746623  769432  648086  663829  373745  383606  332015  330568
183  845430  847695  695507  721137  412971  432276  346587  355782
184  736752  737588  608044  616674  365686  384042  307116  306508
185  724090  743377  605149  626757  368272  381488  317208  320587
186  672977  680336  580571  591373  326366  348890  291981  301185
187  641056  665169  593370  599142  335132  333282  296039  297871
188  664871  683797  640647  638900  325458  346183  313804  315878
189  601730  617906  574623  587619  304183  310994  289799  297003
190  607840  621686  633984  639379  311558  317434  306807  313821
